Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB;Label_CKP;Label_DN;périmètre;accord;désaccord_PER;désaccord_LOC;désaccord_ORG;désaccord_MISC;confusion
Pries;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
soit;;;;;;;;;;;;;;
ohez;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
soit;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
travail-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lant;;;;;;;;;;;;;;
ches;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
autres;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
pribre;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
hnne;;;;;;;;;;;;;;
partout;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ot;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
uppelle;;;;;;;;;;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
h;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
aide;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
attendre;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Iaanne;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
eut;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
petit;;;;;;;;;;;;;;
gareon;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
dont;;;;;;;;;;;;;;
Mme;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Isaurs;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
voulut;;;;;;;;;;;;;;
tre;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
marraine;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
quon;PER;PER;PER;PER;PER;;;X;PER;;;;;X
appela;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
pbre;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Au;;;;;;;;;;;;;;
bout;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
mois;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
porta;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
mattre;;;;;;;;;;;;;;
Tixier;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
trouva;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
beau;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
fort;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
autres;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Cala;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
doit;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
consoler;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
peu;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
Jeanno;PER;PER;PER;PER;PER;;;X;PER;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Ahl;;;;;;;;;;;;;;
pre;;;;;;;;;;;;;;
Tixier;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
presser;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
rejouir;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
marehe;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
eneore;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
peut;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
arriver;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
malheur;;;;;;;;;;;;;;
avant;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
soit;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
etat;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
travailler;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
N';;;;;;;;;;;;;;
as;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
done;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
assez;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
tes;;;;;;;;;;;;;;
chagrins;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
?;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
-il;;;;;;;;;;;;;;
dono;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
ten;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
fasses;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
aneore;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
dautresf;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
n.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
petit;;;;;;;;;;;;;;
onis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
tore;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
langueur;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Le;;;;;;;;;;;;;;
pre;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Iixier;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
labourait;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
terres;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
leanne;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
payer;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
fagons;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
vignes;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
limp0;;;;;;;;;;;;;;
t;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Ia;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
moisson;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
restit;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
juste;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
quoi;;;;;;;;;;;;;;
vivre;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
payer;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
mois;;;;;;;;;;;;;;
dcole;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
liwres;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
Panl;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
Cet;;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;;
oontinuait;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
etre;;;;;;;;;;;;;;
dur;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
mere;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
seur;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Hors;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
maison;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
tait;;;;;;;;;;;;;;
fort;;;;;;;;;;;;;;
gentil;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
tyranni-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
sait;;;;;;;;;;;;;;
ceux;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
aimaient;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Quelquefois;;;;;;;;;;;;;;
Nan-;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
"
";;;;;;;;;;;;;;
nette;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
mere;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
disait:180;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
QUATMIENR;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
ARIIE;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
Nous;;;;;;;;;;;;;;
sommss;PER;PER;PER;PER;PER;;;X;PER;;;;;X
onsoro;;;;;;;;;;;;;;
hien;;;;;;;;;;;;;;
heureuses;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
fllle;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
qn';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ns;;;;;;;;;;;;;;
tourne;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
mll;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
Aven;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
un;;;;;;;;;;;;;;
espril;;;;;;;;;;;;;;
aomrae;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
sian;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ett;;;;;;;;;;;;;;
6t6;;;;;;;;;;;;;;
ipossihle;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
rameuer;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
haon;;;;;;;;;;;;;;
ehemin;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
ll;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
est;;;;;;;;;;;;;;
honnble;;;;;;;;;;;;;;
gagon;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Diaeu;PER;PER;PER;PER;PER;;;X;PER;;;;;X
mereil;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
souffrions;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
auvis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
earaatbre;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
aussi;;;;;;;;;;;;;;
m';;;;;;;;;;;;;;
at;;;;;;;;;;;;;;
-il;;;;;;;;;;;;;;
enlev6;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
peu;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
honheur;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
m';;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
laiss6;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
n;;;;;;;;;;;;;;
jour;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Mme;PER;PER;PER;PER;PER;;;X;PER;;;;;X
lsaure;PER;PER;PER;PER;PER;;;X;PER;;;;;X
vint;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
flllenl;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
alle;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
troeuva;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
ohetif;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
leanue;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
etais;;;;;;;;;;;;;;
raisonnable;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
sbvrerais;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
";";;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
donnes;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mauvais;;;;;;;;;;;;;;
lait;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
parce;;;;;;;;;;;;;;
qus;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
as;;;;;;;;;;;;;;
trop;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
chagrin;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
fais;;;;;;;;;;;;;;
beaueoup;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mal;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
cet;;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-Mais;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ma;;;;;;;;;;;;;;
chre;;;;;;;;;;;;;;
dame;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
eule;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
dent;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
malgr;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
dix;;;;;;;;;;;;;;
mois;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
C';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
egal;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
";";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
lait;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
donnes;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
poison;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
crois;;;;;;;;;;;;;;
-moi;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
svre;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
suite;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
eanne;;;;;;;;;;;;;;
suvit;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
eonseil;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
lenfant;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
remit;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
a-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
herd;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
tomba;;;;;;;;;;;;;;
bientt;PER;PER;PER;PER;PER;;;X;PER;;;;;X
en;;;;;;;;;;;;;;
langueur;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
argue-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
rite;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
leanne;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Si;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
j';MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
tais;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
a;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
ta;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
place;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
jemmnerais;;;;;;;;;;;;;;
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
h;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";PER;PER;PER;PER;PER;;;X;PER;;;;;X
Sainte-Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
pour;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
gu6rir;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
dirait;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
avangile;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
serait;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
suite;;;;;;;;;;;;;;
remis;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
--;;;;;;;;;;;;;;
Maman;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
Nnnnett;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
evangiles;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
M.;PER;PER;PER;PER;PER;;;X;PER;;;;;X
le;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
our6;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
fSainte;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
-0;;;;;;;;;;;;;;
fSolange;;;;;;;;;;;;;;
valent;;;;;;;;;;;;;;
dono;PER;PER;PER;PER;PER;;;X;PER;;;;;X
mieur;PER;PER;PER;PER;PER;;;X;PER;;;;;X
q;PER;PER;PER;PER;PER;;;X;PER;;;;;X
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
eeu;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
ntret;;;;;;;;;;;;;;
Pertant;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
on;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
pet;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
bien;;;;;;;;;;;;;;
dire;;;;;;;;;;;;;;
qe;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
notre;;;;;;;;;;;;;;
cure;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
pareil;;;;;;;;;;;;;;
sur;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
terr;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Rntends;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
-0;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
ts;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
cs;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
qu';;;;;;;;;;;;;;
ells;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Margueritef;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Elle;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
bian;;;;;;;;;;;;;;
raison;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
prires;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
noetre;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ecure;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
qi;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
vrai;;;;;;;;;;;;;;
aaint;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
sont;;;;;;;;;;;;;;
anssi;PER;PER;PER;PER;PER;;;X;PER;;;;;X
bonnes;PER;PER;PER;PER;PER;;;X;PER;;;;;X
qe;PER;PER;PER;PER;PER;;;X;PER;;;;;X
eelleps;PER;PER;PER;PER;PER;;;X;PER;;;;;X
des;;;;;;;;;;;;;;
aues;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
est-ee;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
hon;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Diu;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ne;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
entend;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
aissi;;;;;;;;;;;;;;
bin;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ici;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
SolaugelJEANN;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
VRVE;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Pourqtol;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
t;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
ll;;;;;;;;;;;;;;
done;;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
gens;;;;;;;;;;;;;;
qul;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ftnt;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
voyagek;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
-0;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Veux;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
je;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
diseft;;;;;;;;;;;;;;
e';;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
sourir;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
samuser;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
puls;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
8tes;;;;;;;;;;;;;;
all6s;;;;;;;;;;;;;;
lh;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
onfants;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
vos;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
oeetutpe;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ilfaut;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
bon;;;;;;;;;;;;;;
Dieu;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
gueriaese;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
seul;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
trouvert;;;;;;;;;;;;;;
ga;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
oommode;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Pourtant;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
s';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
donna;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
instinot;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
solguer;;;;;;;;;;;;;;
